LOCAL-011800;Concelho;Vagos
LOCAL-011801;Freguesia;Calvão
LOCAL-011804;Freguesia;Gafanha da Boa Hora
LOCAL-011805;Freguesia;Ouca
LOCAL-011807;Freguesia;Sosa
LOCAL-011810;Freguesia;Santo André de Vagos
LOCAL-011812;Freguesia;Fonte de Angeão e Covão do Lobo
LOCAL-011813;Freguesia;Ponte de Vagos e Santa Catarina
LOCAL-011814;Freguesia;Vagos e Santo António
LOCAL-011900;Concelho;Vale de Cambra
LOCAL-011901;Freguesia;Arões
LOCAL-011902;Freguesia;São Pedro de Castelões
LOCAL-011903;Freguesia;Cepelos
LOCAL-011905;Freguesia;Junqueira
LOCAL-011906;Freguesia;Macieira de Cambra
LOCAL-011907;Freguesia;Roge
LOCAL-011910;Freguesia;Vila Chã, Codal e Vila Cova de Perrinho
LOCAL-020000;Distrito;Beja
LOCAL-020100;Concelho;Aljustrel
LOCAL-020102;Freguesia;Ervidel
LOCAL-020103;Freguesia;Messejana
LOCAL-020104;Freguesia;São João de Negrilhos
LOCAL-020106;Freguesia;Aljustrel e Rio de Moinhos
LOCAL-020200;Concelho;Almodôvar
LOCAL-020203;Freguesia;Rosário
LOCAL-020205;Freguesia;Santa Cruz
LOCAL-020206;Freguesia;São Barnabé
LOCAL-020208;Freguesia;Aldeia dos Fernandes
LOCAL-020209;Freguesia;Almodôvar e Graça dos Padrões
LOCAL-020210;Freguesia;Santa Clara-a-Nova e Gomes Aires
LOCAL-020300;Concelho;Alvito
LOCAL-020301;Freguesia;Alvito
LOCAL-020302;Freguesia;Vila Nova da Baronia
LOCAL-020400;Concelho;Barrancos
LOCAL-020401;Freguesia;Barrancos
LOCAL-020500;Concelho;Beja
LOCAL-020502;Freguesia;Baleizão
LOCAL-020503;Freguesia;Beringel
LOCAL-020504;Freguesia;Cabeça Gorda
LOCAL-020506;Freguesia;Nossa Senhora das Neves
LOCAL-020510;Freguesia;Santa Clara de Louredo
LOCAL-020516;Freguesia;São Matias
LOCAL-020519;Freguesia;Albernoa e Trindade
LOCAL-020520;Freguesia;Beja (Salvador e Santa Maria da Feira)
LOCAL-020521;Freguesia;Beja (Santiago Maior e São João Baptista)
LOCAL-020522;Freguesia;Salvada e Quintos
LOCAL-020523;Freguesia;Santa Vitória e Mombeja
LOCAL-020524;Freguesia;Trigaches e São Brissos
LOCAL-020600;Concelho;Castro Verde
LOCAL-020603;Freguesia;Entradas
LOCAL-020604;Freguesia;Santa Bárbara de Padrões
LOCAL-020605;Freguesia;São Marcos da Ataboeira
LOCAL-020606;Freguesia;Castro Verde e Casével
LOCAL-020700;Concelho;Cuba
LOCAL-020701;Freguesia;Cuba
LOCAL-020702;Freguesia;Faro do Alentejo
LOCAL-020703;Freguesia;Vila Alva
LOCAL-020704;Freguesia;Vila Ruiva
LOCAL-020800;Concelho;Ferreira do Alentejo
LOCAL-020803;Freguesia;Figueira dos Cavaleiros
LOCAL-020804;Freguesia;Odivelas
LOCAL-020807;Freguesia;Alfundão e Peroguarda
LOCAL-020808;Freguesia;Ferreira do Alentejo e Canhestros
LOCAL-020900;Concelho;Mértola
LOCAL-020901;Freguesia;Alcaria Ruiva
LOCAL-020902;Freguesia;Corte do Pinto
LOCAL-020903;Freguesia;Espírito Santo
LOCAL-020904;Freguesia;Mértola
LOCAL-020905;Freguesia;Santana de Cambas
LOCAL-020906;Freguesia;São João dos Caldeireiros
LOCAL-020910;Freguesia;S.Mig. Pinheiro, S.Pedro Solis, S.Sebastião Carros
LOCAL-021000;Concelho;Moura
LOCAL-021001;Freguesia;Amareleja
LOCAL-021002;Freguesia;Póvoa de São Miguel
LOCAL-021008;Freguesia;Sobral da Adiça
LOCAL-021009;Freguesia;Santo Agostinho e São João Baptista e Santo Amador
LOCAL-021010;Freguesia;Safara e Santo Aleixo da Restauração
LOCAL-021100;Concelho;Odemira
LOCAL-021102;Freguesia;Relíquias
LOCAL-021103;Freguesia;Sabóia
LOCAL-021106;Freguesia;São Luís
LOCAL-021107;Freguesia;São Martinho das Amoreiras
LOCAL-021111;Freguesia;Vila Nova de Milfontes
LOCAL-021115;Freguesia;Luzianes-Gare
LOCAL-021116;Freguesia;Boavista dos Pinheiros
LOCAL-021117;Freguesia;Longueira/Almograve
LOCAL-021118;Freguesia;Colos
LOCAL-021119;Freguesia;Santa Clara-a-Velha
LOCAL-021120;Freguesia;São Salvador e Santa Maria
LOCAL-021121;Freguesia;São Teotónio
LOCAL-021122;Freguesia;Vale de Santiago
LOCAL-021200;Concelho;Ourique
LOCAL-021203;Freguesia;Ourique
LOCAL-021206;Freguesia;Santana da Serra
LOCAL-021207;Freguesia;Garvão e Santa Luzia
LOCAL-021208;Freguesia;Panoias e Conceição
LOCAL-021300;Concelho;Serpa
LOCAL-021302;Freguesia;Brinches
LOCAL-021303;Freguesia;Pias
LOCAL-021307;Freguesia;Vila Verde de Ficalho
LOCAL-021308;Freguesia;Serpa (Salvador e Santa Maria)
LOCAL-021309;Freguesia;Vila Nova de São Bento e Vale de Vargo
LOCAL-021400;Concelho;Vidigueira
LOCAL-021401;Freguesia;Pedrógão
LOCAL-021402;Freguesia;Selmes
LOCAL-021403;Freguesia;Vidigueira
LOCAL-021404;Freguesia;Vila de Frades
LOCAL-030000;Distrito;Braga
LOCAL-030100;Concelho;Amares
LOCAL-030102;Freguesia;Barreiros
LOCAL-030104;Freguesia;Bico
LOCAL-030105;Freguesia;Caires
LOCAL-030107;Freguesia;Carrazedo
LOCAL-030108;Freguesia;Dornelas
LOCAL-030111;Freguesia;Fiscal
LOCAL-030112;Freguesia;Goães
LOCAL-030113;Freguesia;Lago
LOCAL-030118;Freguesia;Rendufe
LOCAL-030119;Freguesia;Bouro (Santa Maria)
LOCAL-030120;Freguesia;Bouro (Santa Marta)
LOCAL-030125;Freguesia;Amares e Figueiredo
LOCAL-030126;Freguesia;Caldelas, Sequeiros e Paranhos
LOCAL-030127;Freguesia;Ferreiros, Prozelo e Besteiros
LOCAL-030128;Freguesia;Torre e Portela
LOCAL-030129;Freguesia;Vilela, Seramil e Paredes Secas
LOCAL-030200;Concelho;Barcelos
LOCAL-030201;Freguesia;Abade de Neiva
LOCAL-030202;Freguesia;Aborim
LOCAL-030203;Freguesia;Adães
LOCAL-030205;Freguesia;Airó
LOCAL-030206;Freguesia;Aldreu
LOCAL-030208;Freguesia;Alvelos
LOCAL-030209;Freguesia;Arcozelo
LOCAL-030210;Freguesia;Areias
LOCAL-030212;Freguesia;Balugães
LOCAL-030213;Freguesia;Barcelinhos
LOCAL-030215;Freguesia;Barqueiros
LOCAL-030216;Freguesia;Cambeses
LOCAL-030218;Freguesia;Carapeços
LOCAL-030220;Freguesia;Carvalhal
LOCAL-030221;Freguesia;Carvalhas
LOCAL-030224;Freguesia;Cossourado
LOCAL-030228;Freguesia;Cristelo
LOCAL-030234;Freguesia;Fornelos
LOCAL-030235;Freguesia;Fragoso
LOCAL-030237;Freguesia;Gilmonde
LOCAL-030242;Freguesia;Lama
LOCAL-030243;Freguesia;Lijó
LOCAL-030244;Freguesia;Macieira de Rates
LOCAL-030245;Freguesia;Manhente
LOCAL-030247;Freguesia;Martim
LOCAL-030252;Freguesia;Moure
LOCAL-030254;Freguesia;Oliveira
LOCAL-030255;Freguesia;Palme
LOCAL-030256;Freguesia;Panque
LOCAL-030257;Freguesia;Paradela
LOCAL-030259;Freguesia;Pereira
LOCAL-030260;Freguesia;Perelhal
LOCAL-030261;Freguesia;Pousa
LOCAL-030263;Freguesia;Remelhe
LOCAL-030264;Freguesia;Roriz
LOCAL-030265;Freguesia;Rio Covo (Santa Eugénia)
LOCAL-030268;Freguesia;Galegos (Santa Maria)
LOCAL-030272;Freguesia;Galegos (São Martinho)
LOCAL-030277;Freguesia;Tamel (São Veríssimo)
LOCAL-030279;Freguesia;Silva
LOCAL-030282;Freguesia;Ucha
LOCAL-030283;Freguesia;Várzea
LOCAL-030287;Freguesia;Vila Seca
LOCAL-030290;Freguesia;Alheira e Igreja Nova
LOCAL-030291;Freguesia;Alvito (São Pedro e São Martinho) e Couto
LOCAL-030292;Freguesia;Areias de Vilar e Encourados
LOCAL-030293;Freguesia;Barcelos, Vila Boa e Vila Frescainha
LOCAL-030294;Freguesia;Campo e Tamel (São Pedro Fins)
LOCAL-030295;Freguesia;Carreira e Fonte Coberta
LOCAL-030296;Freguesia;Chorente, Góios, Courel, Pedra Furada e Gueral
LOCAL-030297;Freguesia;Creixomil e Mariz
LOCAL-030298;Freguesia;Durrães e Tregosa
LOCAL-030299;Freguesia;Gamil e Midões
LOCAL-030300;Concelho;Braga
LOCAL-030301;Freguesia;Adaúfe
LOCAL-030312;Freguesia;Espinho
LOCAL-030313;Freguesia;Esporões
LOCAL-030315;Freguesia;Figueiredo
LOCAL-030319;Freguesia;Gualtar
LOCAL-030322;Freguesia;Lamas
LOCAL-030325;Freguesia;Mire de Tibães
LOCAL-030330;Freguesia;Padim da Graça
LOCAL-030331;Freguesia;Palmeira
LOCAL-030334;Freguesia;Pedralva
LOCAL-030336;Freguesia;Priscos
LOCAL-030338;Freguesia;Ruilhe
LOCAL-030349;Freguesia;Braga (São Vicente)
LOCAL-030351;Freguesia;Braga (São Vítor)
LOCAL-030354;Freguesia;Sequeira
LOCAL-030355;Freguesia;Sobreposta
LOCAL-030356;Freguesia;Tadim
LOCAL-030357;Freguesia;Tebosa
LOCAL-030363;Freguesia;Arentim e Cunha
LOCAL-030364;Freguesia;Braga (Maximinos, Sé e Cividade)
LOCAL-030365;Freguesia;Braga (São José de São Lázaro e São João do Souto)
LOCAL-030366;Freguesia;Cabreiros e Passos (São Julião)
LOCAL-030367;Freguesia;Celeirós, Aveleda e Vimieiro
LOCAL-030368;Freguesia;Crespos e Pousada
LOCAL-030369;Freguesia;Escudeiros e Penso (Santo Estêvão e São Vicente)
LOCAL-030370;Freguesia;Este (São Pedro e São Mamede)
LOCAL-030371;Freguesia;Ferreiros e Gondizalves
LOCAL-030372;Freguesia;Guisande e Oliveira (São Pedro)
LOCAL-030373;Freguesia;Lomar e Arcos
LOCAL-030374;Freguesia;Merelim (São Paio), Panoias e Parada de Tibães
LOCAL-030375;Freguesia;Merelim (São Pedro) e Frossos
LOCAL-030376;Freguesia;Morreira e Trandeiras
LOCAL-030377;Freguesia;Nogueira, Fraião e Lamaçães
LOCAL-030378;Freguesia;Nogueiró e Tenões
LOCAL-030379;Freguesia;Real, Dume e Semelhe
LOCAL-030380;Freguesia;Santa Lucrécia de Algeriz e Navarra
LOCAL-030381;Freguesia;Vilaça e Fradelos
LOCAL-030400;Concelho;Cabeceiras de Basto
LOCAL-030401;Freguesia;Abadim
LOCAL-030404;Freguesia;Basto
LOCAL-030405;Freguesia;Bucos
LOCAL-030406;Freguesia;Cabeceiras de Basto
LOCAL-030407;Freguesia;Cavez
LOCAL-030408;Freguesia;Faia
LOCAL-030413;Freguesia;Pedraça
LOCAL-030415;Freguesia;Rio Douro
LOCAL-030418;Freguesia;Alvite e Passos
LOCAL-030419;Freguesia;Arco de Baúlhe e Vila Nune
LOCAL-030420;Freguesia;Gondiães e Vilar de Cunhas
LOCAL-030421;Freguesia;Refojos de Basto, Outeiro e Painzela
LOCAL-030500;Concelho;Celorico de Basto
LOCAL-030501;Freguesia;Agilde
LOCAL-030502;Freguesia;Arnóia
LOCAL-030503;Freguesia;Borba de Montanha
LOCAL-030508;Freguesia;Codeçoso
LOCAL-030510;Freguesia;Fervença
LOCAL-030515;Freguesia;Moreira do Castelo
LOCAL-030517;Freguesia;Rego
LOCAL-030518;Freguesia;Ribas
LOCAL-030520;Freguesia;Basto (São Clemente)
LOCAL-030521;Freguesia;Vale de Bouro
LOCAL-030523;Freguesia;Britelo, Gémeos e Ourilhe
LOCAL-030524;Freguesia;Caçarilhe e Infesta
LOCAL-030525;Freguesia;Canedo de Basto e Corgo
LOCAL-030526;Freguesia;Carvalho e Basto (Santa Tecla)
LOCAL-030527;Freguesia;Veade, Gagos e Molares
LOCAL-030600;Concelho;Esposende
LOCAL-030601;Freguesia;Antas
LOCAL-030608;Freguesia;Forjães
LOCAL-030610;Freguesia;Gemeses
LOCAL-030615;Freguesia;Vila Chã
LOCAL-030616;Freguesia;Apúlia e Fão
LOCAL-030617;Freguesia;Belinho e Mar
LOCAL-030618;Freguesia;Esposende, Marinhas e Gandra
LOCAL-030619;Freguesia;Fonte Boa e Rio Tinto
LOCAL-030620;Freguesia;Palmeira de Faro e Curvos
LOCAL-030700;Concelho;Fafe
LOCAL-030705;Freguesia;Armil
LOCAL-030708;Freguesia;Estorãos
LOCAL-030709;Freguesia;Fafe
LOCAL-030712;Freguesia;Fornelos
LOCAL-030714;Freguesia;Golães
LOCAL-030716;Freguesia;Medelo
LOCAL-030719;Freguesia;Paços
LOCAL-030722;Freguesia;Quinchães
LOCAL-030723;Freguesia;Regadas
LOCAL-030724;Freguesia;Revelhe
LOCAL-030725;Freguesia;Ribeiros
LOCAL-030726;Freguesia;Arões (Santa Cristina)
LOCAL-030728;Freguesia;São Gens
LOCAL-030729;Freguesia;Silvares (São Martinho)
LOCAL-030730;Freguesia;Arões (São Romão)
LOCAL-030733;Freguesia;Travassós
LOCAL-030736;Freguesia;Vinhós
LOCAL-030737;Freguesia;Aboim, Felgueiras, Gontim e Pedraído
LOCAL-030738;Freguesia;Agrela e Serafão
LOCAL-030739;Freguesia;Antime e Silvares (São Clemente)
LOCAL-030740;Freguesia;Ardegão, Arnozela e Seidões
LOCAL-030741;Freguesia;Cepães e Fareja
LOCAL-030742;Freguesia;Freitas e Vila Cova
LOCAL-030743;Freguesia;Monte e Queimadela
LOCAL-030744;Freguesia;Moreira do Rei e Várzea Cova
LOCAL-030800;Concelho;Guimarães
LOCAL-030801;Freguesia;Aldão
LOCAL-030804;Freguesia;Azurém
LOCAL-030806;Freguesia;Barco
LOCAL-030807;Freguesia;Brito
LOCAL-030808;Freguesia;Caldelas
LOCAL-030812;Freguesia;Costa
LOCAL-030813;Freguesia;Creixomil
LOCAL-030815;Freguesia;Fermentões
LOCAL-030820;Freguesia;Gonça
LOCAL-030821;Freguesia;Gondar
LOCAL-030823;Freguesia;Guardizela
LOCAL-030824;Freguesia;Infantas
LOCAL-030827;Freguesia;Longos
LOCAL-030828;Freguesia;Lordelo
LOCAL-030830;Freguesia;Mesão Frio
LOCAL-030831;Freguesia;Moreira de Cónegos
LOCAL-030832;Freguesia;Nespereira
LOCAL-030835;Freguesia;Pencelo
LOCAL-030836;Freguesia;Pinheiro
LOCAL-030837;Freguesia;Polvoreira
LOCAL-030838;Freguesia;Ponte
LOCAL-030840;Freguesia;Ronfe
LOCAL-030842;Freguesia;Prazins (Santa Eufémia)
LOCAL-030850;Freguesia;Selho (São Cristóvão)
LOCAL-030854;Freguesia;Selho (São Jorge)
LOCAL-030857;Freguesia;Candoso (São Martinho)
LOCAL-030858;Freguesia;Sande (São Martinho)
LOCAL-030865;Freguesia;São Torcato
LOCAL-030866;Freguesia;Serzedelo
LOCAL-030868;Freguesia;Silvares
LOCAL-030871;Freguesia;Urgezes
LOCAL-030875;Freguesia;Abação e Gémeos
LOCAL-030876;Freguesia;Airão Santa Maria, Airão São João e Vermil
LOCAL-030877;Freguesia;Arosa e Castelões
LOCAL-030878;Freguesia;Atães e Rendufe
LOCAL-030879;Freguesia;Briteiros Santo Estêvão e Donim
LOCAL-030880;Freguesia;Briteiros São Salvador e Briteiros Santa Leocádia
LOCAL-030881;Freguesia;Candoso São Tiago e Mascotelos
LOCAL-030882;Freguesia;Conde e Gandarela
LOCAL-030883;Freguesia;Leitões, Oleiros e Figueiredo
LOCAL-030884;Freguesia;Oliveira, São Paio e São Sebastião
LOCAL-030885;Freguesia;Prazins Santo Tirso e Corvite
LOCAL-030886;Freguesia;Sande São Lourenço e Balazar
LOCAL-030887;Freguesia;Sande Vila Nova e Sande São Clemente
LOCAL-030888;Freguesia;Selho São Lourenço e Gominhães
LOCAL-030889;Freguesia;Serzedo e Calvos
LOCAL-030890;Freguesia;Souto Santa Maria, Souto São Salvador e Gondomar
LOCAL-030891;Freguesia;Tabuadelo e São Faustino
LOCAL-030900;Concelho;Póvoa de Lanhoso
LOCAL-030906;Freguesia;Covelas
LOCAL-030908;Freguesia;Ferreiros
LOCAL-030912;Freguesia;Galegos
LOCAL-030913;Freguesia;Garfe
LOCAL-030914;Freguesia;Geraz do Minho
LOCAL-030915;Freguesia;Lanhoso
LOCAL-030917;Freguesia;Monsul
LOCAL-030919;Freguesia;Póvoa de Lanhoso (Nossa Senhora do Amparo)
LOCAL-030921;Freguesia;Rendufinho
LOCAL-030922;Freguesia;Santo Emilião
LOCAL-030923;Freguesia;São João de Rei
LOCAL-030924;Freguesia;Serzedelo
LOCAL-030925;Freguesia;Sobradelo da Goma
LOCAL-030926;Freguesia;Taíde
LOCAL-030927;Freguesia;Travassos
LOCAL-030929;Freguesia;Vilela
LOCAL-030930;Freguesia;Águas Santas e Moure
LOCAL-030931;Freguesia;Calvos e Frades
LOCAL-030932;Freguesia;Campos e Louredo
LOCAL-030933;Freguesia;Esperança e Brunhais
LOCAL-030934;Freguesia;Fonte Arcada e Oliveira
LOCAL-030935;Freguesia;Verim, Friande e Ajude
LOCAL-031000;Concelho;Terras de Bouro
LOCAL-031001;Freguesia;Balança
LOCAL-031003;Freguesia;Campo do Gerês
LOCAL-031004;Freguesia;Carvalheira
LOCAL-031008;Freguesia;Covide
LOCAL-031009;Freguesia;Gondoriz
LOCAL-031010;Freguesia;Moimenta
LOCAL-031012;Freguesia;Ribeira
LOCAL-031013;Freguesia;Rio Caldo
LOCAL-031014;Freguesia;Souto
LOCAL-031015;Freguesia;Valdosende
LOCAL-031017;Freguesia;Vilar da Veiga
LOCAL-031018;Freguesia;Chamoim e Vilar
LOCAL-031019;Freguesia;Chorense e Monte
LOCAL-031020;Freguesia;Cibões e Brufe
LOCAL-031100;Concelho;Vieira do Minho
LOCAL-031105;Freguesia;Cantelães
LOCAL-031107;Freguesia;Eira Vedra
LOCAL-031108;Freguesia;Guilhofrei
LOCAL-031109;Freguesia;Louredo
LOCAL-031110;Freguesia;Mosteiro
LOCAL-031111;Freguesia;Parada de Bouro
LOCAL-031112;Freguesia;Pinheiro
LOCAL-031113;Freguesia;Rossas
LOCAL-031115;Freguesia;Salamonde
LOCAL-031118;Freguesia;Tabuaças
LOCAL-031120;Freguesia;Vieira do Minho
LOCAL-031122;Freguesia;Anissó e Soutelo
LOCAL-031123;Freguesia;Anjos e Vilar do Chão
LOCAL-031124;Freguesia;Caniçada e Soengas
LOCAL-031125;Freguesia;Ruivães e Campos
LOCAL-031126;Freguesia;Ventosa e Cova
LOCAL-031200;Concelho;Vila Nova de Famalicão
LOCAL-031204;Freguesia;Bairro
LOCAL-031206;Freguesia;Brufe
LOCAL-031210;Freguesia;Castelões
LOCAL-031212;Freguesia;Cruz
LOCAL-031213;Freguesia;Delães
LOCAL-031215;Freguesia;Fradelos
LOCAL-031216;Freguesia;Gavião
LOCAL-031219;Freguesia;Joane
LOCAL-031221;Freguesia;Landim
LOCAL-031223;Freguesia;Louro
LOCAL-031224;Freguesia;Lousado
LOCAL-031225;Freguesia;Mogege
LOCAL-031227;Freguesia;Nine
LOCAL-031230;Freguesia;Pedome
LOCAL-031232;Freguesia;Pousada de Saramagos
LOCAL-031233;Freguesia;Requião
LOCAL-031234;Freguesia;Riba de Ave
LOCAL-031235;Freguesia;Ribeirão
LOCAL-031239;Freguesia;Oliveira (Santa Maria)
LOCAL-031241;Freguesia;Vale (São Martinho)
LOCAL-031242;Freguesia;Oliveira (São Mateus)
LOCAL-031247;Freguesia;Vermoim
LOCAL-031249;Freguesia;Vilarinho das Cambas
LOCAL-031250;Freguesia;Antas e Abade de Vermoim
LOCAL-031251;Freguesia;Arnoso (Santa Maria e Santa Eulália) e Sezures
